"verbose","vɜːˈbəʊs","C2","adj","using more words than are necessary","fazla sözlü, laf kalabalığı yapan","wordy, long-winded","His writing style is terribly <b>verbose</b>.","The error message was <b>verbose</b> and helpful.","Ver Boz","Adam tamirciye 'Bana arızayı kısaca anlat, öyle <b>laf kalabalığı yapıp</b> kafamı <b>Ver Boz</b> (verbose) etme' dedi."
"mouthful","ˈmaʊθ.fʊl","C2","noun","a word or phrase that is difficult to pronounce","söylenmesi zor söz (veya bir lokma)","tongue-twister","The chemical name is quite a <b>mouthful</b>.","He took a <b>mouthful</b> of water.","Mah Ful","Adamın ağzı o kadar doluydu ki '<b>Mah Ful</b> (mouthful) (mahv) oldum, bu <b>lokma</b>yı yutamadım' diyebildi."
"tee up","tiː ʌp","","phrasal verb","to make preparations for something (from golf)","hazırlamak, zemin hazırlamak","prepare, set up","Let me <b>tee up</b> the presentation for you.","This meeting will <b>tee up</b> the negotiations.","Ti Hap","Doktor hastasına 'Ameliyatı <b>hazırlamak</b> için önce şu <b>Ti Hap</b>ı (tee up)nı içmelisin' dedi."
"demolish","dɪˈmɒl.ɪʃ","B2","verb","to completely destroy a building","yıkmak, yerle bir etmek","destroy, knock down","They plan to <b>demolish</b> the old stadium.","Our team <b>demolish</b>ed the opposition.","Dem Al İş","Usta, çırağına 'Çaydan <b>Dem Al, İş</b> (demolish) bitince bu duvarı balyozla <b>yerle bir et</b>' dedi."
"conjecture","kənˈdʒek.tʃər","C2","noun","a guess about something based on how it seems and not on proof","varsayım, tahmin","guess, speculation","That is merely pure <b>conjecture</b>.","There has been a lot of <b>conjecture</b> about his future.","Kancık Tur","Dedektif, 'Bu cinayeti <b>Kancık Tur</b> (conjecture) şirketi işledi diye bir <b>varsayım</b>da bulunuyorum' dedi."
"coefficient","ˌkəʊ.ɪˈfɪʃ.ənt","","noun","a value, in mathematics, that appears in front of and multiplies another value","katsayı","factor, multiplier","Calculate the friction <b>coefficient</b>.","The <b>coefficient</b> of expansion varies by material.","Kofi (Kahve) İşin","Mühendis, 'Bu <b>Kofi</b> (kahve) dükkanının <b>İşin</b> (coefficient) kar <b>katsayı</b>sını hesaplamamız lazım' dedi."
"subtlety","ˈsʌt.əl.ti","C2","noun","a small but important detail","incelik, ince detay","nuance, detail","You missed the <b>subtlety</b> of his joke.","The <b>subtlety</b> of the flavors is amazing.","Satıl Ti","Pazarcı 'Bu kumaşın <b>inceliği</b>ni gören herkes hemen <b>Satıl</b>sın bu <b>Ti</b>şört (subtlety) der' diye övdü."
"concluded","kənˈkluː.dɪd","B2","verb","ended or finished","sonuçlandı, bitti","finished, ended","The investigation <b>concluded</b> that no crime was committed.","She <b>concluded</b> her speech with a quote.","Kan Kulu Did","Dedektif 'Olay <b>sonuçlandı</b>, katil <b>Kan</b>lı <b>Kulu</b>yu <b>Did</b>ikleyen (concluded) kuşmuş' dedi."
"debrief","ˌdiːˈbriːf","C1","verb","to question someone in detail about work they have done","görev sonu raporu almak/vermek","report, interview","The soldiers were <b>debrief</b>ed after the mission.","We need to <b>debrief</b> the team on the project outcome.","Dıb (Dip) Raf","Ajan görevden dönünce şefine 'Dosyaları <b>Dıb</b> (dip) <b>Raf</b>tan (debrief) aldım' diyerek <b>rapor verdi</b>."
"dim the lights","dɪm ðə laɪts","B1","phrase","to make the lights less bright","ışıkları kısmak","lower the lights","Can you <b>dim the lights</b> for the movie?","He <b>dim the lights</b> to create a romantic atmosphere.","Dem De Layt","Çaycı 'Çayı <b>Dem</b>le <b>De Layt</b> (light) (dim the lights) olsun, sonra da romantizm için <b>ışıkları kıs</b>' dedi."
"dithering","ˈdɪð.ər.ɪŋ","","noun","the process of adding noise to a signal (or hesitating)","kararsızlık (veya renk yumuşatma/titreme)","hesitation, wavering","Stop <b>dithering</b> and make a decision.","The image uses <b>dithering</b> to smooth the colors.","Diderin","Kadın kocasına 'Senin bu <b>kararsızlığın</b> yüzünden <b>Diderin</b> (dithering) (dizlerin) titriyor, karar ver artık!' dedi."
"freshman","ˈfreʃ.mən","","noun","a student in the first year of high school or college","birinci sınıf öğrencisi, çaylak","first-year student, novice","She is a <b>freshman</b> at Harvard.","It was a typical <b>freshman</b> mistake.","Freş Men","Üniversiteye yeni başlayan <b>Çaylak</b> öğrenciye kantinde 'Hey <b>Freş Men</b> (freshman) (taze adam), hoş geldin!' dediler."
"altogether","ˌɔːl.təˈɡeð.ər","B2","adv","completely","tamamen, bütünüyle","completely, entirely","That's a different matter <b>altogether</b>.","I stopped eating sugar <b>altogether</b>.","Altı Geder","Adam 'Bu arabanın <b>Altı Geder</b> (altogether) (gider), <b>tamamen</b> çürümüş' diyerek almaktan vazgeçti."
"convention","kənˈven.ʃən","B2","noun","a large formal meeting of people (or a custom)","kongre, gelenek","conference, custom","We met at the annual comic <b>convention</b>.","It is a <b>convention</b> to shake hands when meeting.","Kan Van Şen","<b>Kongre</b>de herkes o kadar eğlendi ki, 'Bu <b>Kan</b> <b>Van</b> gölünde <b>Şen</b>lik (convention) var' sandı."
"ambiguity","ˌæm.bɪˈɡjuː.ə.ti|","C2","noun","the fact of something having more than one possible meaning","belirsizlik, anlam karmaşası","vagueness, uncertainty","Legal texts should be free of <b>ambiguity</b>.","There is some <b>ambiguity</b> in the instructions.","Ambi Güveyti","Turist 'Bu haritada <b>Ambi</b> (hem) <b>Güveyti</b> (Kuveyt'i) (ambiguity) gösteriyor hem Irak'ı, tam bir <b>belirsizlik</b> var' dedi."
"mitigate","ˈmɪt.ɪ.ɡeɪt","C1","verb","to make something less harmful","hafifletmek, azaltmak (etkiyi)","alleviate, reduce","We need measures to <b>mitigate</b> the risk.","Trees help <b>mitigate</b> the effects of pollution.","Miti Geyik","Ormancı 'Bu <b>Miti</b> (mitolojik) <b>Geyik</b> (mitigate), orman yangınlarının etkisini <b>hafifletmek</b> için sihirli toz serpiyor' dedi."
"tease apart","tiːz əˈpɑːt","","phrasal verb","to separate or distinguish carefully","titizlikle ayırmak/çözümlemek","disentangle, separate","We need to <b>tease apart</b> the different causes of the problem.","She tried to <b>tease apart</b> the tangled wool.","Tez Apart","Dedektif 'Bu olayı <b>Tez Apart</b>manında (tease apart) çözüp suçluları <b>titizlikle ayırmamız</b> lazım' dedi."
"initialize","ɪˈnɪʃ.əl.aɪz","","verb","to set a computer program or variable to a starting value","başlatmak (değişkeni), ilklendirmek","start, set up","You must <b>initialize</b> the variable before using it.","The system failed to <b>initialize</b> properly.","İnişi Laz","Pilot inişe geçerken '<b>İnişi Laz</b> (initialize) pilotuna bırakın, o sistemi <b>başlatmayı</b> (ilklendirmeyi) iyi bilir' dedi."
"deliberate","dɪˈlɪb.ər.ət","C2","adj","intentional or planned","kasıtlı, planlı","intentional, calculated","It was a <b>deliberate</b> attempt to hide the truth.","He made a <b>deliberate</b> choice to stay.","Deli Berat","Mahalledeki <b>Deli Berat</b> (deliberate), camı yanlışlıkla kırmadı, bu tamamen <b>kasıtlı</b> bir hareketti."
"breadcrumb","ˈbred.krʌm","","noun","navigation aid in UIs (or food)","ekmek kırıntısı (web'de gezinti yolu)","navigation path","Use the <b>breadcrumb</b> trail to go back to the home page.","The interface lacks clear <b>breadcrumb</b>s.","Biret Kram","Hansel ve Gretel, ormanda kaybolmamak için yere <b>Biret</b> (Brad) Pitt posteri ve <b>Kram</b>p (breadcrumb) giren ayak izleri yerine <b>ekmek kırıntısı</b> bıraktılar."
"dereference","diːˈref.ər.əns","","verb","to access the value stored at a memory address (programming)","başvuruyu kaldırmak (işaretçinin gösterdiği değere erişmek)","access","If you <b>dereference</b> a null pointer, the program crashes.","He explained how to <b>dereference</b> the variable.","De Referans","Yazılımcı, 'Bu fonksiyonda <b>De Referans</b> (dereference) (referans değil) asıl değeri kullan, yani işaretçinin içindeki bilgiye <b>eriş</b>' dedi."
"invariant","ɪnˈveə.ri.ənt","","noun","a quantity or condition that is constant","değişken olmayan, sabit","constant, unchangeable","The speed of light is an <b>invariant</b>.|Loop <b>invariant</b>s help prove code correctness.","İn Ver Yan","Polis şüpheliye 'İster <b>İn</b> ister <b>Ver Yan</b>ını (invariant) dön, ifaden <b>sabit</b> kalmalı, <b>değişken olmayan</b> tek şey gerçektir' dedi."
"poke around","pəʊk əˈraʊnd","","phrasal verb","to search for something by moving things around","(etrafı) karıştırmak, kurcalamak","search, rummage","I was just <b>pok</b>ing <b>around</b> in the attic and found this.","Don't let him <b>poke around</b> in my desk.","Pokemon Raunt","Çocuk, odada kaybolan <b>Pokemon</b> kartlarını bulmak için her yeri <b>Raunt</b> (poke around) raunt <b>karıştırıp kurcaladı</b>."
"differentiate","ˌdɪf.əˈren.ʃi.eɪt","C1","verb","to show or find the difference","ayırt etmek, ayrıştırmak","distinguish, discriminate","It is hard to <b>differentiate</b> between the twins.","We need to <b>differentiate</b> our product from the competition.","Deferansiyel","Usta, 'Arabanın <b>Deferansiyel</b> (differentiate) dişlilerini diğerlerinden <b>ayırt etmek</b> ustalık ister' dedi."
"dimensional","dɪˈmen.ʃən.əl","C1","adj","relating to measurements","boyutsal","spatial","We used a three-<b>dimensional</b> model.","The problem is multi-<b>dimensional</b>.","Damen Şanal","Futbolcu, 'Saha <b>boyutsal</b> olarak geniş ama zemin kötü, o yüzden <b>Damen</b> (çimen) <b>Şanal</b> (sanal) (dimensional) görünüyor' dedi."
"convenience","kənˈviː.ni.əns","B2","noun","the state of being suitable for your purposes","kolaylık, rahatlık","suitability, ease","We ordered pizza for the sake of <b>convenience</b>.","The hotel offers every modern <b>convenience</b>.","Konvoy İns","Komutan, '<b>Konvoy</b>daki askerler araçtan <b>İns</b>in (convenience), burada mola vermek büyük <b>kolaylık</b> sağlayacak' dedi."
"warrants","ˈwɒr.ənts","C2","verb","makes a particular action necessary","gerektirir, hak eder","justifies, necessitates","This situation <b>warrants</b> immediate attention.","The crime <b>warrants</b> a severe punishment.","Varan","Hedefe ilk <b>Varan</b> (warrants) sporcu altın madalyayı <b>hak eder</b>."
"newfound","ˈnjuː.faʊnd","","adj","recently discovered or achieved","yeni bulunmuş, yeni edinilmiş","newly discovered","She is enjoying her <b>newfound</b> freedom.","He spoke with <b>newfound</b> confidence.","Nü Fon","Ressam, tablosuna <b>yeni edinilmiş</b> bir derinlik katmak için arkaya <b>Nü</b> bir <b>Fon</b> (newfound) çizdi."
"contiguous","kənˈtɪɡ.ju.əs","","adj","next to or touching another","bitişik, yan yana","adjacent, touching","The files are stored in <b>contiguous</b> memory blocks.","The 48 <b>contiguous</b> states of the USA.","Kontu Giys","Terzi, <b>Kontu</b> <b>Giys</b>isiyle (contiguous) (giysisine) <b>bitişik</b> dikilen astar yüzünden rahat edemedi."
"peek underneath the hood","piːk ˌʌn.dəˈniːθ ðə hʊd","","idiom","to look at the underlying mechanism","kaputun altına bakmak (işleyişi incelemek)","examine internals","Let's <b>peek underneath the hood</b> to see how the code works.","Engineers like to <b>peek underneath the hood</b> of new gadgets.","Pikniğe Hüd (Hüdaverdi)","<b>Hüd</b>averdi, <b>Pik</b>niğe (peek) giderken araba bozulunca babası 'Gel şu <b>kaputun altına bakalım</b>' dedi."
"dabble","ˈdæb.əl","","verb","to take a slight and not very serious interest in a subject","hobi olarak ilgilenmek, şöyle bir el atmak","tinker, play with","He likes to <b>dabble</b> in painting.","I <b>dabble</b>d in stocks for a while.","Duble","Adam, 'Ben bu işi profesyonel yapmıyorum, sadece <b>Duble</b> (dabble) çay içerken <b>hobi olarak ilgileniyorum</b>' dedi."
"transept","ˈtræn.sept","","noun","part of a church shaped like a cross","kilise çapraz sahını","cross-aisle","The choir stood in the north <b>transept</b>.","The architect designed a wide <b>transept</b>.","Tıran (Tren) Sepet","<b>Kilisenin çapraz sahını</b>nda oyuncak <b>Tren</b> ve <b>Sepet</b> (transept) bulan rahip şaşırdı."
"legwork","ˈleɡ.wɜːk","","noun","the practical or boring work that needs to be done","ayak işleri, angarya koşturmaca","groundwork, drudgery","I did the <b>legwork</b> for the report.","Detectives have to do a lot of <b>legwork</b>.","Lig (Ligi) Berk","Futbolcu Berk, süper <b>Lig</b>e (legwork) çıkınca 'Artık <b>ayak işleri</b>ni, angaryaları çaylaklar yapsın' dedi."
"reveal","rɪˈviːl","B2","verb","to make known or show something usually secret","açığa çıkarmak, ifşa etmek","disclose, show","He refused to <b>reveal</b> the secret.","The curtains opened to <b>reveal</b> a beautiful view.","Rival (Rakip)","<b>Rakip</b> (reveal) takımın hile yaptığını öğrenince her şeyi basına <b>ifşa etti</b>."
"magnitude","ˈmæɡ.nɪ.tjuːd","C1","noun","the large size or importance of something","büyüklük, önem","size, extent","We didn't realize the <b>magnitude</b> of the problem.","An earthquake of <b>magnitude</b> 7.0 hit the region.","Magni (Mıknatıs) Tüp","Laboratuvardaki dev <b>Mıknatıs</b>lı <b>Tüp</b>ün (magnitude) <b>büyüklüğü</b> görenleri korkuttu."
"sake of demonstration","seɪk ɒv ˌdem.ənˈstreɪ.ʃən","","phrase","for the purpose of showing","göstermek amacıyla","for example","For the <b>sake of demonstration</b>, let's assume x is 10.","I will use simple numbers for the <b>sake of demonstration</b>.","Saki (Sake) Demir","Usta, 'Sana işi <b>göstermek amacıyla</b> bu <b>Demir</b>i, Japon içkisi <b>Sake</b> (sake of demonstration) ile parlatıyorum' dedi."
"if we so want","ɪf wiː səʊ wɒnt","","phrase","if we choose to do so","eğer öyle istersek","if we desire","We can change the color <b>if we so want</b>.","You can leave early <b>if you so want</b>.","İflis","Adam ortağına '<b>İflis</b> (if we so) etsek bile, <b>eğer öyle istersek</b> (want) yeniden zengin oluruz' dedi."
"topple","ˈtɒp.əl","C1","verb","to (cause to) lose balance and fall down","devirmek, devrilmek","overturn, collapse","The strong wind <b>topple</b>d the tree.","The scandal threatens to <b>topple</b> the government.","Topal","<b>Topal</b> (topple) adam dengesini kaybedince masayı üzerine <b>devirdi</b>."
"bogus","ˈbəʊ.ɡəs","","adj","false, not real","sahte, uyduruk","fake, spurious","He made a <b>bogus</b> insurance claim.","The address they gave was <b>bogus</b>.","Boğuz (Boğaz)","Dolandırıcı, 'Bu <b>Boğaz</b> (bogus) manzaralı arsa' diye <b>sahte</b> bir tapu satmaya çalıştı."
"signify","ˈsɪɡ.nɪ.faɪ","C1","verb","to be a sign of something","anlamına gelmek, işaret etmek","mean, indicate","Red lights <b>signify</b> danger.","A nod <b>signif</b>ied his agreement.","Sik (Sık) Nifak","Araya <b>Sık</b>ça <b>Nifak</b> (signify) tohumu ekmesi, onun kötü niyetli olduğu <b>anlamına gelir</b>."
"omitted","əˈmɪt.ɪd","C1","verb","left out (past of omit)","hariç bırakılmış, atlanmış","excluded, left out","Important details were <b>omitted</b> from the report.","She felt <b>omitted</b> from the discussion.","Ümit İt","Takım kurulurken <b>Ümit</b>'i <b>İt</b>ip (omitted) kadrodan <b>hariç bıraktılar</b>."
"overflow","ˌəʊ.vəˈfləʊ","C1","verb","to flow over the edge of a container","taşmak","spill, run over","The bathwater is starting to <b>overflow</b>.","Stack <b>overflow</b> occurs when memory is full.","Ovar Ful","Masör adamın sırtını <b>Ovar</b>ken küvet <b>Ful</b> (overflow) doldu ve sular yere <b>taştı</b>."
"crawl","krɔːl","C1","verb","to move along on hands and knees","emeklemek, sürünmek","creep, drag","The baby has started to <b>crawl</b>.","Traffic was moving at a <b>crawl</b>.","Kıral (Kral)","Savaş kaybedilince <b>Kral</b> (crawl), düşmanın önünde diz çöküp <b>sürünmek</b> zorunda kaldı."
"observant","əbˈzɜː.vənt","C2","adj","good or quick at noticing things","dikkatli, gözü açık","alert, attentive","She is very <b>observant</b> and notices everything.","An <b>observant</b> passer-by called the police.","Abzer (Panzer) Bent","Asker o kadar <b>dikkatli</b>ydi ki, düşmanın kurduğu <b>Bent</b>i (seti) uzaktan görüp <b>Panzer</b>le (observant) ezdi."
"wand","wɒnd","","noun","a special thin stick used by a magician","asa","baton, stick","The wizard waved his magic <b>wand</b>.","She used a mascara <b>wand</b>.","Van (Gölü)","Sihirbaz <b>asa</b>sını sallayıp 'Seni <b>Van</b> (wand) gölüne ışınlıyorum!' dedi."
"vulnerable","ˈvʌl.nər.ə.bəl","C2","adj","able to be easily physically or mentally hurt","savunmasız, kırılgan","exposed, susceptible","Children are the most <b>vulnerable</b> members of society.","The system is <b>vulnerable</b> to hackers.","Vali Nereli","Gazeteci, '<b>Vali Nereli</b> (vulnerable)?' diye sorunca korumalar onu <b>savunmasız</b> yakalayıp dışarı attı."
"somewhat","ˈsʌm.wɒt","B2","adv","to some degree","biraz, bir miktar","slightly, rather","I was <b>somewhat</b> surprised by the news.","The instructions were <b>somewhat</b> confusing.","Sam Vot (Votka)","Barmen, 'Kokteyle <b>Sam</b> amcanın <b>Vot</b>kasından (somewhat) <b>biraz</b> kattım' dedi."
"alluded","əˈluːd.ɪd","","verb","mentioned indirectly (past of allude)","ima etti, üstü kapalı söz etti","hinted, implied","He <b>alluded</b> to problems with the boss.","She <b>alluded</b> to her past in the interview.","El Odun","Adam konuşurken elindeki <b>Odun</b>a (alluded) bakarak şiddet uygulayacağını <b>ima etti</b>."
"preach","priːtʃ","C1","verb","to give a religious speech","vaaz vermek, öğütlemek","sermonize, lecture","Stop <b>preach</b>ing at me and help.","He practices what he <b>preach</b>es.","Piri İç","Mevlevi şeyhi, 'Ey mürit, <b>Piri</b>n aşk şarabını <b>İç</b> (preach)' diye <b>vaaz verdi</b>."
"eventually","ɪˈven.tʃu.ə.li","B2","adv","in the end, especially after a long time","sonunda, nihayetinde","finally, ultimately","It took a long time, but <b>eventually</b> we succeeded.","She will <b>eventually</b> find out the truth.","Ev Hançeri","Polis, kayıp <b>Hançeri</b> <b>Ev</b>de (eventually) buldu ve <b>sonunda</b> cinayeti çözdü."
"overwhelm","ˌəʊ.vəˈwelm","C1","verb","to be too much to deal with","bunaltmak, ezmek, çok gelmek","overpower, swamp","Don't <b>overwhelm</b> him with too much information.","The army was <b>overwhelm</b>ed by the enemy.","O Ver Helim","Patron o kadar çok iş verdi ki, işçi '<b>O Ver</b>diği işleri <b>Helim</b> (overwhelm) (halim) kalmadı yapmaya, beni <b>bunaltıyor</b>' dedi."
"screenful","ˈskriːn.fʊl","","noun","the amount that fits on a screen","ekran dolusu","page","I read a <b>screenful</b> of text.","The error log was just one <b>screenful</b>.","Siğilin Ful","Bilgisayar başındaki adam 'Yüzündeki <b>Siğilin Ful</b> (screenful) <b>ekran dolusu</b> fotoğrafını neden çektin?' diye sordu."
"remnant","ˈrem.nənt","","noun","a small piece or amount of something that is left","kalıntı, bakiye","remains, residue","The <b>remnant</b>s of a meal were on the table.","It is a <b>remnant</b> of a bygone era.","Rem Nent (Nane)","Yemekten geriye sadece <b>Rem</b>zi'nin tabağındaki <b>Nane</b> (remnant) <b>kalıntı</b>sı kalmıştı."
"paginate","ˈpædʒ.ɪ.neɪt","","verb","to divide into pages","sayfalandırmak","number pages","You need to <b>paginate</b> the results properly.","The software automatically <b>paginate</b>s the document.","Pej (Page-Sayfa) İnet","Matbaacı 'Bu <b>Pej</b>leri (sayfaları) <b>İnet</b> (paginate) (ineternete) koymadan önce sırayla <b>sayfalandır</b>' dedi."
"labor","ˈleɪ.bər","B2","noun","practical work, especially when it involves hard physical effort","emek, işgücü","work, toil","Manual <b>labor</b> is tiring.","The cost of <b>labor</b> has increased.","Leyber (Berber)","Bizim <b>Berber</b> (labor) dükkanda ayakta durarak büyük bir <b>emek</b> harcıyor."
"deductively","dɪˈdʌk.tɪv.li","","adv","using logic to reach a conclusion","tümdengelim yoluyla","logically","Sherlock Holmes reasons <b>deductively</b>.","We approached the problem <b>deductively</b>.","Dedektif Li","<b>Dedektif Li</b> (deductively), olay yerindeki ipuçlarından <b>tümdengelim yoluyla</b> katili buldu."
"sake of discussion","seɪk ɒv dɪˈskʌʃ.ən","","phrase","in order to discuss","tartışma hatırına/adına","for argument's sake","Let's assume, for the <b>sake of discussion</b>, that money is no object.","Just for the <b>sake of discussion</b>, what if we fail?","Saki Dış Kaşan","Meyhanedeki <b>Saki</b>, '<b>Dış</b>arı <b>Kaçan</b> (discussion) müşteri <b>tartışma hatırına</b> geri dönsün' diye bedava içki verdi."
"downward","ˈdaʊn.wəd","B2","adj/adv","moving towards a lower/higher position","aşağı (doğru)","descending","The trend is <b>downward</b>.","The path leads <b>downward</b>.","Dama Vırt","Kedi çatıdan <b>Dama Vırt</b> (downward) diye <b>aşağı doğru</b> atladı."
"unbeknownst","ˌʌn.bɪˈnəʊnst","","adv","without a particular person knowing","haberi olmaksızın","unknown to","<b>Unbeknownst</b> to me, they had already left.","He was, <b>unbeknownst</b> to his parents, failing math.","On Bin Oust (Üst)","Adamın <b>haberi olmaksızın</b> banka hesabına <b>On Bin</b> lira <b>Oust</b> (unbeknownst) (üst)üne eklenmiş."
"trickery","ˈtrɪk.ər.i","","noun","the activity of using tricks to deceive people","hilekarlık, düzenbazlık","deception, deceit","He used <b>trickery</b> to get the money.","There was no magic, just visual <b>trickery</b>.","Tırı Keriz","Dolandırıcı 'Bu <b>Tırı</b>, <b>Keriz</b>e (trickery) satarım' diyerek <b>düzenbazlık</b> yaptı."
"buffer","ˈbʌf.ər","C2","noun","something or someone that helps protect from harm (or temporary memory area)","tampon (bölge/bellek), koruyucu","cushion, shield","The trees act as a sound <b>buffer</b>.","The video stopped to <b>buffer</b>.","Bafır (Bafra)","<b>Bafra</b> (buffer) pidesi o kadar kalındı ki, midemde açlığa karşı bir <b>tampon</b> oluşturdu."
"colloquial","kəˈləʊ.kwi.əl","C2","adj","(of words and expressions) informal and more suitable for use in speech than in writing","günlük konuşma diline ait","informal, conversational","'Gonna' is a <b>colloquial</b> expression.","His speech was full of <b>colloquial</b> terms.","Kolu Kuyal (Koyar)","Adam arkadaşına <b>günlük dilde</b> 'O <b>Kolu</b> omzuna <b>Koyar</b> (colloquial) giderim' dedi."
"chunk","tʃʌŋk","C1","noun","a roughly cut piece","iri parça, yığın","lump, piece","He cut a <b>chunk</b> of cheese.","We process data in small <b>chunk</b>s.","Çark","Usta, peynir kalıbını makinenin <b>Çark</b>ına (chunk) kaptırınca <b>iri parça</b>lar halinde fırladı."
"postmortem","ˌpəʊstˈmɔː.təm","","noun","a discussion about an event after it has happened (or autopsy)","olay sonrası değerlendirme (veya otopsi)","review, autopsy","We held a <b>postmortem</b> to discuss why the project failed.","The <b>postmortem</b> revealed the cause of death.","Postu Mertem","Avcı 'Ayının <b>Postu</b>nu <b>Mertem</b> (Meltem) (postmortem) rüzgarına serdik' diyerek av <b>sonrası değerlendirme</b> yaptı."
"implication","ˌɪm.plɪˈkeɪ.ʃən","C1","noun","the effect that an action or decision will have on something else in the future","olası sonuç, ima, çıkarım","consequence, suggestion","The legal <b>implication</b>s of this are serious.","What is the <b>implication</b> of his statement?","İm Pili Keşen","Dedektif, 'Bu <b>İm</b> (işaret) ve <b>Pili</b> bitmiş <b>Keşen</b> (implication) fener, hırsızın kaçtığı <b>sonucunu</b> doğuruyor' dedi."
"unilaterally","ˌjuː.nɪˈlæt.ər.əl.i","C2","adv","in a way that involves doing or deciding something without first asking or agreeing with another person","tek taraflı olarak","independently, single-handedly","The decision was made <b>unilaterally</b>.","They cannot <b>unilaterally</b> change the contract.","Yün ile Terli","Çoban, 'Ben <b>tek taraflı olarak</b> karar verdim, bu koyunları <b>Yün ile Terli</b> (unilaterally) iken kırkacağım' dedi."
"germane","dʒɜːˈmeɪn","","adj","relevant to a subject under consideration","konuyla ilgili, münasip","relevant, pertinent","Please keep your comments <b>germane</b> to the topic.","That argument is not <b>germane</b> to our discussion.","Görmeyin","Hakim avukata 'Konuyla <b>ilgili</b> olmayan delilleri <b>Görmeyin</b> (germane), geçin' dedi."
"wander","ˈwɒn.dər","B2","verb","to walk around slowly in a relaxed way or without any clear purpose","başıboş gezmek, dolaşmak","roam, stroll","We spent the afternoon <b>wander</b>ing around the city.","Don't let your mind <b>wander</b> during the exam.","Van Der (Sarı)","Turist, 'Ben <b>Van</b>'da <b>Der</b>e (wander) kenarında <b>başıboş gezmek</b> istiyorum' dedi."
"tossed","tɒst","B2","verb","threw something carelessly (past of toss)","fırlattı, attı","threw, pitched","He <b>tossed</b> the ball to me.","She <b>tossed</b> the salad in a large bowl.","Tost","Çocuk kantindeki bayat <b>Tost</b>u (tossed) sinirlenip çöpe <b>fırlattı</b>."
"misery","ˈmɪz.ər.i","B2","noun","great unhappiness","sefalet, mutsuzluk","distress, suffering","The war brought <b>misery</b> to thousands.","He lived in <b>misery</b> for years.","Mısırı","Köylü 'Tarladaki tüm <b>Mısırı</b> (misery) sel aldı, aç kaldık' diye <b>sefalet</b> ve <b>mutsuzluk</b> içinde ağladı."
"trustworthy","ˈtrʌstˌwɜː.ði","C1","adj","able to be trusted","güvenilir","reliable, dependable","He is a <b>trustworthy</b> employee.","We need a <b>trustworthy</b> source of information.","Tıras Verdi","Berber müşterisine söz verdiği saatte <b>Tıraş Verdi</b> (trustworthy), gerçekten çok <b>güvenilir</b> bir esnafmış."
"devastate","ˈdev.ə.steɪt","C1","verb","to destroy a place or thing completely or cause great sorrow","mahvetmek, harap etmek","destroy, ruin","The earthquake <b>devastate</b>d the city.","She was <b>devastate</b>d by the news.","Deve Site","Kızgın <b>Deve</b>, inşaat halindeki <b>Site</b>ye (devastate) girip her yeri <b>harap etti</b>."
"wisely","ˈwaɪz.li","B2","adv","showing good judgment","akıllıca","sensibly, prudently","Invest your money <b>wisely</b>.","He chose his words <b>wisely</b>.","Vaiz Li","Cami cemaati, 'Bu <b>Vaiz Li</b>yakatli (wisely) konuşuyor, söyledikleri çok <b>akıllıca</b>' dedi."
"reputed","rɪˈpjuː.tɪd","C2","adj","said to be the true situation although this is not known to be certain","sözde, olduğu söylenen, namlı","rumored, alleged","He is <b>reputed</b> to be a millionaire.","The <b>reputed</b> leader of the gang was arrested.","Rıp Yut (Hap Yut)","Doktorun verdiği ilacı <b>Rıp</b> diye <b>Yut</b> (reputed)arsan iyileşirsin dediler ama bu sadece <b>sözde</b> bir tedaviydi."
"climax","ˈklaɪ.mæks","C2","noun","the most important or exciting point in a story or situation","zirve, doruk noktası","peak, pinnacle","The election campaign reached its <b>climax</b>.","The movie's <b>climax</b> was disappointing.","Kılay Maks (Kıl Ay)","Dağcı '<b>Kıl Ay</b>ı <b>Maks</b>imum (climax) dikkatle geçip <b>zirve</b>ye ulaştım' dedi."
"plateau","ˈplæt.əʊ","","noun","a period during which there are no large changes (or flat high ground)","durgunluk dönemi, plato","leveling off, highland","Sales have reached a <b>plateau</b>.","We climbed up to the <b>plateau</b>.","Plato","Film seti için kurulan dev <b>Plato</b> (plateau) da işler durdu, bir <b>durgunluk dönemi</b>ne girildi."
"granular","ˈɡræn.jə.lər","","adj","including many small details","ayrıntılı, tanecikli","detailed, gritty","We need a more <b>granular</b> analysis of the data.","The sugar has a <b>granular</b> texture.","Gıren (Kıran) Yular","At <b>Yular</b>ını <b>Kıran</b> (granular) seyis, ipin kopan liflerini <b>ayrıntılı</b> ve <b>tanecikli</b> yapısını inceledi."
"prize","praɪz","B1","noun","something valuable given as a reward","ödül","award, reward","He won first <b>prize</b> in the competition.","The Nobel <b>prize</b> is very prestigious.","Priz","Yarışmayı kazanan elektrikçiye altın kaplama bir <b>Priz</b> (prize) <b>ödül</b> olarak verildi."
"exhibiting","ɪɡˈzɪb.ɪt.ɪŋ","C1","verb","showing publicly","sergileme, gösterme","showing, displaying","The artist is <b>exhibiting</b> her work in Paris.","He is <b>exhibiting</b> signs of stress.","Eksi Biting (Bitin)","Öğretmen, 'Sınavda <b>Eksi</b> not alanların kağıtlarını <b>Bitin</b> (exhibiting) (bütün) sınıfa <b>gösterme</b>yeceğim' dedi."
